,genres
105981,Simulation
105982,Simulation
105984,Strategy
105985,"Indie, rpg, strategy"
105986,"Adventure, indie, strategy"
105987,Rpg
105989,Rpg
105997,Casual
105998,"Free to play, massively multiplayer, rpg"
106000,"Adventure, casual, indie"
106002,"Action, rpg"
106004,"Adventure, indie"
106005,"Adventure, indie, rpg"
106006,Casual
106007,"Adventure, indie, rpg"
106010,"Adventure, indie, rpg"
106011,"Action, casual, indie"
106012,"Adventure, casual, indie"
106015,"Indie, rpg, early access"
106016,"Action, adventure, indie"
106020,"Indie, rpg, simulation, early access"
106021,"Adventure, casual, indie"
106023,Simulation
106024,Racing
106025,"Casual, indie"
106026,"Action, casual, free to play, indie, simulation, strategy"
106027,"Action, adventure, indie, simulation, sports, early access"
106028,"Casual, indie"
106029,"Adventure, casual, indie, rpg, strategy"
106030,"Action, indie, early access"
106031,"Action, indie"
106032,Rpg
106036,Rpg
106037,"Action, adventure, rpg"
106038,"Action, indie"
106039,"Action, indie, massively multiplayer, early access"
106040,"Adventure, indie"
106041,"Adventure, indie"
106042,"Action, adventure, rpg"
106043,"Action, casual, indie"
106047,Casual
106049,"Adventure, indie, strategy"
106051,Casual
106053,"Adventure, indie, rpg, strategy"
106054,"Action, adventure, indie, simulation"
106055,Simulation
106057,Indie
106067,Action
106068,Action
106070,"Indie, rpg, strategy"
106071,Action
106072,Action
106073,Action
106075,Action
106076,Action
106077,Action
106078,Action
106079,Action
106080,Action
106081,Action
106082,Action
106083,Action
106084,Action
106085,Action
106086,Action
106087,Action
106088,Action
106089,Action
106090,"Action, adventure, casual, indie, rpg, simulation, early access"
106091,"Indie, simulation, strategy"
106092,Action
106093,"Adventure, casual, indie, strategy"
106094,"Adventure, indie"
106097,Simulation
106098,"Free to play, massively multiplayer, rpg"
106099,"Free to play, massively multiplayer, rpg"
106100,"Free to play, massively multiplayer, rpg"
106101,"Free to play, massively multiplayer, rpg"
106102,"Free to play, massively multiplayer, rpg"
106103,"Free to play, massively multiplayer, rpg"
106104,"Free to play, massively multiplayer, rpg"
106107,"Adventure, casual"
106108,"Adventure, casual, indie, early access"
106109,Indie
106111,"Action, adventure, casual, indie, simulation, early access"
106112,"Casual, indie"
106113,"Casual, indie"
106114,"Indie, simulation"
106115,"Action, free to play, indie, early access"
106116,"Adventure, free to play, rpg, strategy"
106117,"Action, indie"
106118,"Adventure, indie, simulation"
106121,"Adventure, free to play, indie"
106122,"Action, adventure, indie"
106123,"Adventure, casual, indie, rpg"
106126,"Adventure, indie"
106128,"Casual, indie"
106129,"Casual, indie"
106131,Rpg
106132,Rpg
106133,Rpg
106134,Rpg
106135,Rpg
106136,Sports
106137,Rpg
106138,Rpg
106139,"Action, casual, indie"
106141,"Adventure, casual"
106143,"Action, casual, indie"
106144,"Action, indie, early access"
106145,"Adventure, indie, simulation, early access"
106146,"Adventure, casual, simulation"
106147,"Action, adventure, indie, rpg, simulation, early access"
106148,"Action, adventure, indie, rpg"
106149,"Action, adventure, free to play, massively multiplayer, rpg"
106150,"Action, adventure, indie, simulation"
106151,"Adventure, casual, indie"
106153,"Casual, indie, simulation, early access"
106154,"Action, adventure, indie"
106156,"Indie, strategy"
106157,"Indie, strategy"
106158,"Indie, strategy"
106159,"Indie, strategy"
106160,"Indie, strategy"
106161,"Indie, strategy"
106163,"Indie, strategy"
106164,"Indie, strategy"
106165,"Indie, strategy"
106167,"Indie, strategy"
106169,"Indie, strategy"
106170,"Indie, strategy"
106171,"Indie, strategy"
106172,"Indie, strategy"
106173,"Indie, strategy"
106176,"Action, free to play"
106178,"Casual, indie, racing, simulation, sports"
106179,"Action, indie"
106180,"Action, indie"
106182,Simulation
106183,"Action, indie, rpg, early access"
106185,"Adventure, casual"
106187,"Adventure, casual"
106188,"Indie, strategy"
106189,"Action, adventure, indie"
106190,"Action, sports"
106191,Rpg
106192,"Action, casual, indie"
106193,"Action, indie"
106197,"Action, simulation"
106198,"Indie, simulation"
106199,Simulation
106200,"Adventure, casual, indie"
106201,Simulation
106203,"Action, indie"
106204,"Action, indie, strategy"
106205,"Action, indie"
106207,"Action, indie"
106209,"Adventure, free to play"
106211,"Casual, indie"
106213,"Action, racing"
106214,"Adventure, casual, indie, rpg, strategy"
106215,"Adventure, casual, indie, rpg, strategy"
106216,"Adventure, casual, indie, rpg, strategy"
106217,"Adventure, casual, indie, rpg, strategy"
106218,"Adventure, casual, indie, rpg, strategy"
106219,"Action, rpg"
106221,"Adventure, casual, indie, rpg, strategy"
106223,"Adventure, casual, indie, rpg, strategy"
106229,"Adventure, casual, indie, rpg, strategy"
106232,"Action, adventure"
106242,"Action, indie, rpg, simulation, strategy"
106243,"Indie, rpg"
106244,Racing
106245,"Adventure, rpg, simulation, strategy"
106250,"Action, adventure, indie, rpg, strategy"
106252,"Adventure, casual, indie"
106253,"Action, indie, simulation"
106254,"Action, adventure, indie, rpg"
106255,Simulation
106257,Simulation
106258,Simulation
106259,"Adventure, casual, indie"
106260,Indie
106261,"Adventure, casual, indie"
106262,"Action, adventure, indie"
106263,"Action, adventure, indie"
106264,"Adventure, casual, indie"
106265,"Adventure, casual, indie"
106266,"Casual, indie"
106267,Simulation
106268,"Adventure, indie, rpg"
106269,"Action, casual, indie, sports"
106270,"Action, adventure, casual, indie"
106272,"Adventure, indie, strategy"
106273,"Adventure, casual"
106274,"Action, casual, indie"
106275,"Action, casual, indie"
106276,"Action, casual, indie"
106277,"Action, casual, indie, early access"
106278,"Action, indie, strategy"
106279,"Action, adventure, casual"
106280,Adventure
106281,"Action, indie"
106282,"Adventure, casual, indie, rpg, strategy"
106283,"Design &amp; illustration, early access"
106284,"Indie, massively multiplayer, racing, simulation, early access"
106285,"Adventure, indie"
106287,"Adventure, indie"
106288,"Adventure, casual, indie"
106289,"Adventure, indie"
106290,"Action, adventure, indie"
106293,"Action, indie, massively multiplayer"
106296,"Action, casual, indie"
106298,"Adventure, indie"
106299,"Indie, rpg, strategy"
106301,"Action, adventure, casual, indie"
106302,"Adventure, casual"
106304,"Casual, indie"
106306,"Indie, sports"
106307,"Action, adventure, casual, indie"
106322,"Action, indie"
106328,"Adventure, casual, indie"
106329,"Adventure, indie"
106331,Action
106333,"Action, adventure, free to play, sports, strategy"
106334,"Action, free to play, strategy"
106335,"Action, free to play, strategy"
106336,"Action, free to play, strategy"
106337,"Casual, strategy"
106339,"Action, free to play, strategy"
106341,"Action, indie"
106354,"Action, adventure, casual, indie"
106355,"Action, indie, early access"
106356,Action
106357,Simulation
106358,"Adventure, casual, indie, simulation, strategy, early access"
106359,"Action, adventure, indie, rpg"
106360,"Adventure, indie, simulation"
106361,Strategy
106366,"Action, adventure, indie, early access"
106370,Indie
106372,Indie
106375,"Action, adventure, casual, indie"
106377,"Action, indie"
106378,"Indie, simulation"
106379,"Racing, simulation"
106380,Action
106381,"Adventure, casual, indie"
106382,"Casual, indie, simulation, strategy"
106384,Adventure
106385,"Adventure, casual"
106387,"Animation &amp; modeling, education, utilities, web publishing"
106389,"Casual, indie, strategy"
106390,Action
106396,"Action, casual, indie, simulation"
106400,"Adventure, casual, indie, rpg"
106401,"Casual, indie"
106404,"Adventure, casual, indie"
106405,"Adventure, indie"
106406,"Action, adventure, indie, rpg, simulation"
106407,Action
106409,Simulation
106410,Simulation
106411,Audio production
106416,Simulation
106417,Simulation
106418,Simulation
106419,Simulation
106420,"Casual, indie, rpg, simulation"
106422,Adventure
106425,"Design &amp; illustration, web publishing"
106427,Strategy
106428,"Design &amp; illustration, web publishing"
106434,"Adventure, casual, indie"
106439,"Action, adventure, indie, rpg, strategy"
106441,Rpg
106443,Simulation
106444,Simulation
106446,"Casual, indie, simulation, sports, strategy"
106447,Indie
106449,"Adventure, casual"
106450,Simulation
106451,"Action, free to play, strategy"
106453,"Action, adventure, indie"
106454,"Action, casual, indie"
106455,"Action, indie"
106456,"Casual, rpg, simulation, early access"
106465,Adventure
106466,"Adventure, casual, indie, early access"
106467,"Adventure, casual, indie"
106471,"Adventure, indie"
106473,Strategy
106475,Rpg
106476,Rpg
106477,Adventure
106479,"Simulation, strategy"
106480,"Action, simulation"
106486,"Action, adventure, indie"
106489,"Action, free to play, indie, massively multiplayer, strategy"
106490,"Action, adventure, casual, indie"
106493,"Adventure, indie"
106494,"Casual, indie"
106495,Simulation
106498,"Action, adventure, indie, rpg"
106499,"Free to play, massively multiplayer, rpg"
106501,"Action, casual, indie, early access"
106502,Action
106503,"Action, adventure, indie, rpg"
106504,"Action, adventure, indie"
106507,"Action, adventure, indie, massively multiplayer, rpg, early access"
106508,"Action, indie"
106509,"Casual, free to play, simulation"
106510,"Action, casual, indie, racing, simulation"
106511,"Adventure, casual, indie, rpg, strategy"
106512,"Casual, indie"
106513,Indie
106514,"Action, free to play"
106515,"Action, indie"
106516,"Action, adventure, strategy"
106517,Action
106518,"Adventure, casual"
106519,"Action, indie, rpg"
106520,"Action, indie"
106522,"Design &amp; illustration, web publishing"
106523,"Design &amp; illustration, web publishing"
106524,"Design &amp; illustration, web publishing"
106525,"Design &amp; illustration, web publishing"
106527,"Design &amp; illustration, web publishing"
106528,"Action, adventure, casual, indie"
106529,"Free to play, massively multiplayer, rpg"
106530,"Action, casual, indie, sports, early access"
106531,Action
106532,"Action, indie"
106533,"Action, indie"
106534,Strategy
106535,"Adventure, casual, indie"
106536,"Action, indie"
106556,"Action, adventure, casual, indie"
106557,"Casual, indie"
106558,"Action, racing, simulation, sports"
106559,"Casual, indie, strategy"
106560,Strategy
106561,"Action, racing, simulation, sports"
106563,"Action, adventure, indie, rpg"
106565,"Action, indie, rpg, early access"
106568,Simulation
106570,"Action, indie, strategy"
106571,"Adventure, casual, indie"
106573,"Adventure, casual, indie"
106575,Adventure
106577,"Adventure, casual, indie"
106578,"Action, indie"
106579,Strategy
106580,"Action, indie, rpg"
106581,Action
106583,"Free to play, massively multiplayer, simulation"
106586,Simulation
106587,"Action, adventure"
106588,"Action, indie, rpg"
106589,"Action, adventure, indie, strategy"
106590,"Action, indie"
106591,"Adventure, casual, indie, rpg"
106593,"Action, indie"
106594,"Action, adventure, casual, indie, early access"
106595,"Action, strategy"
106596,"Casual, indie"
106597,"Indie, strategy, early access"
106598,"Simulation, strategy"
106600,"Action, casual, indie"
106601,"Adventure, indie"
106602,"Simulation, strategy"
106603,"Simulation, strategy"
106604,"Action, adventure"
106605,Simulation
106606,"Indie, racing, sports"
106607,Simulation
106608,Racing
106609,Simulation
106611,"Adventure, indie"
106612,"Action, adventure, indie"
106613,"Action, casual, indie"
106614,"Adventure, indie"
106615,"Casual, indie, simulation, strategy"
106616,"Free to play, indie, simulation"
106619,"Adventure, casual"
106624,"Action, adventure, casual, free to play, indie"
106626,"Casual, indie, simulation, sports, early access"
106627,Action
106628,"Adventure, casual, indie, rpg, strategy"
106629,"Adventure, casual, indie, simulation"
106630,"Indie, racing, simulation, sports"
106631,"Action, indie, simulation, sports, early access"
106632,"Casual, indie, simulation"
106633,"Indie, strategy"
106634,"Indie, sports"
106635,"Adventure, casual"
106636,"Adventure, casual, early access"
106637,"Action, casual, indie"
106641,"Indie, strategy"
106643,"Adventure, indie"
106645,"Adventure, indie"
106646,"Simulation, strategy"
106647,"Simulation, strategy"
106648,"Simulation, strategy"
106649,"Action, indie"
106652,"Indie, strategy, early access"
106661,Racing
106662,Racing
106664,Racing
106665,Racing
106672,"Adventure, casual, indie, rpg, strategy"
106674,"Action, indie"
106675,"Adventure, casual, indie, rpg, strategy"
106676,"Racing, simulation, sports"
106677,Action
106678,"Action, adventure, free to play, massively multiplayer, rpg, strategy"
106679,"Adventure, casual, indie, rpg, strategy"
106680,Simulation
106681,"Action, indie"
106683,"Simulation, strategy"
106694,"Casual, indie"
106695,"Adventure, indie, rpg"
106696,"Adventure, casual"
106697,"Adventure, casual, indie, simulation"
106699,"Action, adventure, rpg, simulation"
106711,"Rpg, simulation, strategy"
106714,"Action, racing, simulation"
106715,"Action, indie, racing"
106716,"Casual, indie"
106718,"Action, adventure, free to play, indie, rpg, early access"
106719,"Action, adventure, indie"
106720,"Action, adventure, indie"
106721,"Action, indie"
106722,"Action, adventure, casual, indie"
106723,"Adventure, casual"
106725,"Action, adventure, casual, indie"
106729,"Adventure, casual"
106730,"Adventure, free to play"
106732,"Action, adventure, indie"
106733,"Adventure, free to play"
106735,"Action, adventure, indie, early access"
106737,"Action, adventure, indie, rpg"
106739,"Indie, rpg"
106740,"Indie, simulation"
106741,Strategy
106743,"Action, adventure, indie"
106744,"Adventure, casual, free to play"
106745,"Adventure, indie, strategy, early access"
106746,"Indie, simulation"
106747,"Indie, sports"
106748,"Casual, indie"
106750,"Adventure, casual"
106751,"Indie, simulation, strategy"
106752,"Action, adventure, indie, simulation"
106753,"Action, adventure, indie"
106754,"Action, adventure"
106755,"Adventure, indie"
